to,from,weight,status
D08330968,D18071254,3,publicado
D08330968,D31604376,6,publicado
D08330968,D08222102,7,publicado
D08330968,D02409206,3,comision
D08330968,D23829601,9,publicado
D08330968,D09429792,20,publicado
D08330968,D22509175,9,publicado
D08330968,D06751961,1,DictamenNeg
D08330968,D00214401,3,publicado
D08330968,D24371796,1,publicado
D08330968,D09295626,20,publicado
D08330968,D20035405,23,publicado
D08330968,D06422354,14,publicado
D08330968,D07778753,2,publicado
D08330968,D02772516,1,publicado
D08330968,D00409629,21,publicado
D08330968,D25839648,2,publicado
D08330968,D16659492,1,publicado
D08330968,D06242968,4,publicado
D08330968,D09903703,22,publicado
D08263138,D04016037,7,comision
D08263138,D01060059,5,ordendeldia
D08263138,D08911520,1,comision
D08263138,D09539056,2,comision
D08263138,D21134360,8,comision
D08263138,D08192655,2,comision
D08263138,D29313466,7,comision
D08263138,D10001088,8,comision
D08263138,D10002147,7,comision
D08263138,D09536896,4,comision
D19877916,D09070449,1,publicado
D19877916,D31159670,6,Presentado
D19877916,D25839648,2,publicado
D19877916,D19924629,2,publicado
D19877916,D23853839,2,publicado
D19877916,D00506640,10,publicado
D19877916,D21134360,2,publicado
D19877916,D23829601,4,publicado
D19877916,D29313466,1,publicado
D19877916,D29309719,11,publicado
D19877916,D17987105,8,Presentado
D19877916,D31604376,1,publicado
D19877916,D08222102,1,publicado
D19877916,D07827893,7,publicado
D19877916,D07891732,1,publicado
D19877916,D21529721,9,publicado
D19877916,D17927809,1,publicado
D19877916,D07537643,1,publicado
D19877916,D08273017,1,publicado
D19877916,D18071254,1,publicado
D19877916,D07044060,9,Presentado
D19877916,D16659492,1,publicado
D19877916,D06751961,1,DictamenNeg
D19877916,D29652212,3,publicado
D19877916,D09539056,1,publicado
D19877916,D21144434,11,publicado
D19877916,D08227657,5,publicado
D19877916,D00214401,1,publicado
D19877916,D24371796,2,publicado
D19877916,D23922235,8,Presentado
D19877916,D09295626,5,publicado
D19877916,D00364276,14,Presentado
D19877916,D20035405,5,publicado
D19877916,D18151792,1,publicado
D19877916,D06422354,4,Presentado
D19877916,D07778753,1,publicado
D19877916,D10611868,1,publicado
D19877916,D10311825,7,publicado
D19877916,D02772516,1,publicado
D19877916,D00409629,3,publicado
D19877916,D09292742,2,publicado
D19877916,D17806694,1,DictamenNeg
D19877916,D29680315,1,publicado
D19877916,D26612527,1,publicado
D19877916,D27416892,1,publicado
D19877916,D22509175,4,publicado
D19877916,D09429792,1,publicado
D19877916,D25515437,3,publicado
D19877916,D09903703,2,publicado
D19877916,D23921812,3,publicado
D19877916,D08807043,1,publicado
D06589408,D09070449,3,publicado
D06589408,D19924629,4,comision
D06589408,D05284642,1,comision
D06589408,D15364601,1,comision
D06589408,D08222102,1,comision
D06589408,D02409206,3,publicado
D06589408,D21529721,1,comision
D06589408,D17828254,5,publicado
D06589408,D02623279,2,comision
D06589408,D07537643,2,comision
D06589408,D08273017,10,publicado
D06589408,D07044060,1,comision
D06589408,D04813765,1,comision
D06589408,D10002147,1,publicado
D06589408,D26612527,1,comision
D06589408,D17927809,1,publicado
D06589408,D25839648,4,publicado
D06589408,D00214401,3,publicado
D06589408,D23922235,1,comision
D06589408,D00364276,1,publicado
D06589408,D00026752,3,publicado
D06589408,D29303901,1,publicado
D06589408,D07778753,3,publicado
D06589408,D10611868,3,publicado
D06589408,D02772516,3,comision
D06589408,D22405432,2,publicado
D06589408,D16546407,7,publicado
D06589408,D17806694,4,comision
D06589408,D29309719,2,publicado
D06589408,D22509175,1,publicado
D06589408,D16659492,1,Archivo
D06589408,D08236035,1,publicado
D06589408,D10311825,1,comision
D06589408,D18151792,2,comision
D21529721,D09292742,3,publicado
D21529721,D02623279,1,comision
D21529721,D08273017,1,publicado
D21529721,D07044060,23,publicado
D21529721,D04813765,2,comision
D21529721,D23921812,4,publicado
D21529721,D29652212,7,publicado
D21529721,D21144434,15,publicado
D21529721,D24371796,5,publicado
D21529721,D08227657,10,publicado
D21529721,D17927809,1,publicado
D21529721,D10611868,1,publicado
D21529721,D29327205,1,comision
D21529721,D22405432,1,publicado
D21529721,D17806694,1,comision
D21529721,D19924629,1,publicado
D21529721,D05284642,3,publicado
D21529721,D15364601,1,comision
D21529721,D17987105,11,publicado
D21529721,D04016037,1,comision
D21529721,D07827893,7,publicado
D21529721,D26612527,1,publicado
D21529721,D09539056,1,publicado
D21529721,D27416892,4,publicado
D21529721,D16652292,1,publicado
D21529721,D23922235,21,publicado
D21529721,D00364276,17,publicado
D21529721,D18151792,1,publicado
D21529721,D00026752,1,comision
D21529721,D29680315,1,publicado
D21529721,D29309719,16,publicado
D21529721,D10311825,9,publicado
D21529721,D08807043,1,publicado
D21529721,D09070449,2,publicado
D21529721,D31159670,7,publicado
D21529721,D07537643,3,publicado
D21529721,D23853839,14,publicado
D21529721,D00506640,8,publicado
D21529721,D25515437,12,publicado
D21529721,D21134360,2,publicado
D21529721,D29313466,2,publicado
D21529721,D18071254,3,publicado
D21529721,D31604376,2,publicado
D21529721,D08222102,1,publicado
D21529721,D02409206,3,comision
D21529721,D23829601,8,publicado
D21529721,D09429792,4,publicado
D21529721,D22509175,12,publicado
D21529721,D00214401,3,publicado
D21529721,D07891732,4,publicado
D21529721,D09295626,5,publicado
D21529721,D20035405,3,publicado
D21529721,D06422354,14,publicado
D21529721,D07778753,1,publicado
D21529721,D02772516,1,publicado
D21529721,D00409629,4,publicado
D21529721,D25839648,2,publicado
D21529721,D16659492,1,publicado
D21529721,D06242968,2,publicado
D21529721,D09903703,9,publicado
D02623279,D09070449,19,publicado
D02623279,D01060059,1,publicado
D02623279,D08228268,1,Archivo
D02623279,D19924629,4,Archivo
D02623279,D00506640,1,publicado
D02623279,D25515437,1,publicado
D02623279,D05284642,1,comision
D02623279,D15364601,2,comision
D02623279,D10001088,1,publicado
D02623279,D04016037,2,ordendeldia
D02623279,D07853976,1,publicado
D02623279,D29309719,1,comision
D02623279,D26612527,18,Archivo
D02623279,D17828254,10,DictamenNeg
D02623279,D07537643,9,ordendeldia
D02623279,D08273017,13,publicado
D02623279,D07044060,1,comision
D02623279,D04813765,1,comision
D02623279,D00214401,14,comision
D02623279,D07277465,1,publicado
D02623279,D17927809,14,publicado
D02623279,D23922235,1,comision
D02623279,D18151792,10,Archivo
D02623279,D00026752,20,Archivo
D02623279,D08222102,2,comision
D02623279,D29303901,8,publicado
D02623279,D07778753,6,publicado
D02623279,D10611868,8,Archivo
D02623279,D02772516,12,publicado
D02623279,D22405432,5,comision
D02623279,D16546407,23,Archivo
D02623279,D17806694,13,publicado
D02623279,D16652292,1,ordendeldia
D02623279,D29680315,28,ordendeldia
D02623279,D02409206,15,comision
D02623279,D25839648,5,Archivo
D02623279,D16659492,7,comision
D02623279,D10311825,2,comision
D02623279,D08807043,7,ordendeldia
D08273017,D07044060,1,publicado
D08273017,D10002147,1,publicado
D08273017,D23921812,1,publicado
D08273017,D29652212,1,publicado
D08273017,D21144434,2,publicado
D08273017,D08227657,1,publicado
D08273017,D17927809,1,publicado
D08273017,D10611868,4,publicado
D08273017,D22405432,24,publicado
D08273017,D17806694,9,ordendeldia
D08273017,D19924629,10,publicado
D08273017,D10001088,1,publicado
D08273017,D17987105,1,publicado
D08273017,D04016037,1,ordendeldia
D08273017,D07827893,1,publicado
D08273017,D26612527,15,publicado
D08273017,D17828254,13,publicado
D08273017,D09539056,1,publicado
D08273017,D27416892,1,publicado
D08273017,D23922235,1,publicado
D08273017,D00364276,2,publicado
D08273017,D18151792,7,publicado
D08273017,D00026752,22,publicado
D08273017,D08192655,4,Archivo
D08273017,D16546407,21,publicado
D08273017,D09292742,1,publicado
D08273017,D08911520,2,Aprobado
D08273017,D29680315,24,publicado
D08273017,D29309719,2,publicado
D08273017,D08236035,1,publicado
D08273017,D10311825,1,publicado
D08273017,D08807043,5,publicado
D08273017,D09070449,6,publicado
D08273017,D31159670,1,publicado
D08273017,D07537643,19,publicado
D08273017,D23853839,1,publicado
D08273017,D00506640,1,publicado
D08273017,D25515437,1,publicado
D08273017,D21134360,1,publicado
D08273017,D29313466,1,publicado
D08273017,D18071254,1,publicado
D08273017,D31604376,6,publicado
D08273017,D08222102,10,publicado
D08273017,D02409206,24,publicado
D08273017,D23829601,3,publicado
D08273017,D09429792,1,publicado
D08273017,D22509175,2,publicado
D08273017,D00214401,28,publicado
D08273017,D24371796,1,publicado
D08273017,D09295626,2,publicado
D08273017,D20035405,1,publicado
D08273017,D06422354,1,publicado
D08273017,D29303901,4,publicado
D08273017,D07778753,6,publicado
D08273017,D02772516,4,publicado
D08273017,D00409629,1,publicado
D08273017,D25839648,7,publicado
D08273017,D16659492,8,publicado
D08273017,D06242968,5,publicado
D08273017,D09903703,1,publicado
D07044060,D04813765,1,comision
D07044060,D23921812,3,publicado
D07044060,D29652212,6,publicado
D07044060,D21144434,54,publicado
D07044060,D24371796,7,publicado
D07044060,D08227657,8,publicado
D07044060,D17927809,2,publicado
D07044060,D10611868,1,publicado
D07044060,D17806694,2,comision
D07044060,D19924629,2,publicado
D07044060,D05284642,1,comision
D07044060,D15364601,1,comision
D07044060,D17987105,17,Presentado
D07044060,D04016037,1,ordendeldia
D07044060,D07827893,6,publicado
D07044060,D26612527,1,publicado
D07044060,D09539056,1,publicado
D07044060,D27416892,3,publicado
D07044060,D23922235,53,Presentado
D07044060,D00364276,16,Presentado
D07044060,D18151792,1,publicado
D07044060,D00026752,1,comision
D07044060,D09292742,6,publicado
D07044060,D29680315,1,publicado
D07044060,D29309719,18,publicado
D07044060,D07877981,1,publicado
D07044060,D10311825,8,publicado
D07044060,D08807043,1,publicado
D07044060,D09070449,1,publicado
D07044060,D31159670,11,Presentado
D07044060,D07537643,1,publicado
D07044060,D23853839,12,publicado
D07044060,D00506640,43,publicado
D07044060,D25515437,12,publicado
D07044060,D21134360,2,publicado
D07044060,D29313466,1,publicado
D07044060,D18071254,2,publicado
D07044060,D31604376,1,publicado
D07044060,D08222102,1,publicado
D07044060,D02409206,3,comision
D07044060,D23829601,7,publicado
D07044060,D09429792,1,publicado
D07044060,D22509175,20,publicado
D07044060,D06751961,1,DictamenNeg
D07044060,D00214401,2,publicado
D07044060,D07891732,1,publicado
D07044060,D09295626,5,publicado
D07044060,D20035405,5,publicado
D07044060,D06422354,38,Presentado
D07044060,D07778753,1,publicado
D07044060,D02772516,1,publicado
D07044060,D00409629,3,publicado
D07044060,D25839648,2,publicado
D07044060,D16659492,1,publicado
D07044060,D06242968,1,publicado
D07044060,D09903703,3,publicado
D04813765,D08228268,27,publicado
D04813765,D05284642,43,publicado
D04813765,D15364601,36,publicado
D04813765,D02409206,1,comision
D04813765,D10002147,2,publicado
D04813765,D29652212,1,comision
D04813765,D00214401,1,comision
D04813765,D23922235,1,comision
D04813765,D00026752,1,comision
D04813765,D00409629,1,comision
D04813765,D17806694,1,comision
D04813765,D29309719,1,comision
D04813765,D16659492,1,comision
D04813765,D10311825,2,comision
D10002147,D31159670,1,comision
D10002147,D01060059,11,comision
D10002147,D08228268,1,publicado
D10002147,D18071254,1,comision
D10002147,D19924629,2,publicado
D10002147,D21134360,12,comision
D10002147,D08235876,1,ordendeldia
D10002147,D29313466,12,comision
D10002147,D10001088,16,comision
D10002147,D17987105,1,publicado
D10002147,D15364601,2,publicado
D10002147,D04016037,14,comision
D10002147,D09539056,8,comision
D10002147,D07278274,1,comision
D10002147,D29714655,1,comision
D10002147,D21144434,2,ordendeldia
D10002147,D16652292,1,publicado
D10002147,D00214401,1,publicado
D10002147,D00364276,1,publicado
D10002147,D31604376,1,comision
D10002147,D20035405,1,comision
D10002147,D00026752,2,publicado
D10002147,D08192655,1,comision
D10002147,D07778753,1,publicado
D10002147,D10611868,1,publicado
D10002147,D22405432,1,publicado
D10002147,D05284642,1,publicado
D10002147,D16546407,1,publicado
D10002147,D00409629,1,publicado
D10002147,D08911520,6,comision
D10002147,D29309719,2,publicado
D10002147,D22509175,1,publicado
D10002147,D08236035,3,publicado
D10002147,D21414172,1,comision
D10002147,D09536896,10,comision
D23921812,D09070449,1,publicado
D23921812,D31159670,2,publicado
D23921812,D25839648,1,publicado
D23921812,D18071254,1,publicado
D23921812,D19924629,1,publicado
D23921812,D23853839,15,publicado
D23921812,D00506640,2,publicado
D23921812,D21134360,1,publicado
D23921812,D29313466,1,publicado
D23921812,D29309719,24,publicado
D23921812,D31604376,5,publicado
D23921812,D08222102,1,publicado
D23921812,D07827893,69,publicado
D23921812,D23829601,6,publicado
D23921812,D02409206,1,publicado
D23921812,D07537643,1,publicado
D23921812,D17987105,3,publicado
D23921812,D16659492,1,publicado
D23921812,D29652212,4,publicado
D23921812,D09539056,1,publicado
D23921812,D21144434,3,publicado
D23921812,D08227657,8,publicado
D23921812,D00214401,1,publicado
D23921812,D24371796,12,publicado
D23921812,D23922235,14,publicado
D23921812,D09295626,27,publicado
D23921812,D00364276,53,publicado
D23921812,D20035405,25,publicado
D23921812,D18151792,1,publicado
D23921812,D06422354,5,publicado
D23921812,D07778753,1,publicado
D23921812,D10611868,1,publicado
D23921812,D10311825,67,publicado
D23921812,D02772516,1,publicado
D23921812,D00409629,19,publicado
D23921812,D09292742,13,publicado
D23921812,D29680315,2,publicado
D23921812,D26612527,1,publicado
D23921812,D27416892,21,publicado
D23921812,D22509175,1,publicado
D23921812,D09429792,21,publicado
D23921812,D25515437,8,publicado
D23921812,D09903703,30,publicado
D23921812,D08807043,1,publicado
D29652212,D09070449,1,publicado
D29652212,D31159670,4,publicado
D29652212,D01060059,1,comision
D29652212,D25839648,1,publicado
D29652212,D18071254,1,publicado
D29652212,D19924629,1,publicado
D29652212,D23853839,7,publicado
D29652212,D00506640,4,publicado
D29652212,D05284642,1,comision
D29652212,D21134360,1,publicado
D29652212,D29313466,1,publicado
D29652212,D29309719,4,publicado
D29652212,D09536896,1,comision
D29652212,D31604376,6,publicado
D29652212,D08222102,1,publicado
D29652212,D07827893,14,publicado
D29652212,D23829601,5,publicado
D29652212,D07537643,1,publicado
D29652212,D17987105,4,publicado
D29652212,D16659492,1,publicado
D29652212,D09539056,1,publicado
D29652212,D21144434,4,publicado
D29652212,D08227657,7,publicado
D29652212,D00214401,1,publicado
D29652212,D24371796,8,publicado
D29652212,D23922235,4,publicado
D29652212,D09295626,9,publicado
D29652212,D00364276,4,publicado
D29652212,D20035405,16,publicado
D29652212,D18151792,1,publicado
D29652212,D06422354,4,publicado
D29652212,D07778753,1,publicado
D29652212,D10611868,1,publicado
D29652212,D10311825,13,publicado
D29652212,D02772516,1,publicado
D29652212,D00409629,6,publicado
D29652212,D09292742,8,publicado
D29652212,D29680315,1,publicado
D29652212,D26612527,1,publicado
D29652212,D27416892,8,publicado
D29652212,D22509175,2,publicado
D29652212,D09429792,4,publicado
D29652212,D25515437,10,publicado
D29652212,D09903703,2,publicado
D29652212,D08807043,1,publicado
D21144434,D06751961,1,DictamenNeg
D21144434,D09292742,5,publicado
D21144434,D07891732,1,publicado
D21144434,D08227657,7,publicado
D21144434,D10611868,1,publicado
D21144434,D22405432,1,publicado
D21144434,D17806694,2,publicado
D21144434,D01060059,1,ordendeldia
D21144434,D08228268,1,DictamenNeg
D21144434,D19924629,3,publicado
D21144434,D05284642,1,DictamenNeg
D21144434,D15364601,1,DictamenNeg
D21144434,D10001088,1,ordendeldia
D21144434,D17987105,9,publicado
D21144434,D04016037,1,ordendeldia
D21144434,D07827893,10,publicado
D21144434,D26612527,1,publicado
D21144434,D17828254,1,comision
D21144434,D09539056,1,publicado
D21144434,D27416892,8,publicado
D21144434,D16652292,1,publicado
D21144434,D23922235,43,publicado
D21144434,D00364276,19,publicado
D21144434,D18151792,1,publicado
D21144434,D00026752,2,publicado
D21144434,D08911520,1,publicado
D21144434,D29680315,1,publicado
D21144434,D29309719,15,publicado
D21144434,D08236035,1,ordendeldia
D21144434,D10311825,6,publicado
D21144434,D08807043,1,publicado
D21144434,D09070449,2,publicado
D21144434,D31159670,9,publicado
D21144434,D08235876,1,ordendeldia
D21144434,D07537643,2,publicado
D21144434,D23853839,8,publicado
D21144434,D00506640,46,publicado
D21144434,D25515437,8,publicado
D21144434,D21134360,4,publicado
D21144434,D29313466,2,publicado
D21144434,D18071254,3,publicado
D21144434,D31604376,2,publicado
D21144434,D08222102,1,publicado
D21144434,D02409206,2,publicado
D21144434,D23829601,7,publicado
D21144434,D09429792,1,publicado
D21144434,D22509175,18,publicado
D21144434,D00214401,2,publicado
D21144434,D24371796,3,publicado
D21144434,D09295626,2,publicado
D21144434,D20035405,6,publicado
D21144434,D06422354,40,publicado
D21144434,D07778753,1,publicado
D21144434,D02772516,2,publicado
D21144434,D00409629,2,publicado
D21144434,D25839648,1,publicado
D21144434,D16659492,2,publicado
D21144434,D09903703,4,publicado
D07891732,D09070449,1,publicado
D07891732,D31159670,2,publicado
D07891732,D07537643,1,publicado
D07891732,D23853839,1,publicado
D07891732,D21134360,1,publicado
D07891732,D17987105,2,publicado
D07891732,D18071254,2,Archivo
D07891732,D23829601,1,publicado
D07891732,D22509175,1,comision
D07891732,D29327205,16,comision
D07891732,D16652292,1,publicado
D07891732,D08227657,1,publicado
D07891732,D00214401,1,publicado
D07891732,D17927809,1,publicado
D07891732,D00364276,1,publicado
D07891732,D06422354,1,comision
D07891732,D07827893,1,publicado
D07891732,D22405432,1,publicado
D07891732,D29309719,2,publicado
D07891732,D27416892,1,publicado
D07891732,D25839648,1,publicado
D07891732,D06242968,16,comision
D07891732,D10311825,1,publicado
D08227657,D09070449,1,publicado
D08227657,D31159670,4,publicado
D08227657,D01060059,1,comision
D08227657,D18071254,1,publicado
D08227657,D19924629,1,publicado
D08227657,D23853839,8,publicado
D08227657,D00506640,3,publicado
D08227657,D21134360,1,publicado
D08227657,D29313466,1,publicado
D08227657,D29309719,9,publicado
D08227657,D09536896,1,comision
D08227657,D31604376,9,publicado
D08227657,D08222102,1,publicado
D08227657,D07827893,9,publicado
D08227657,D23829601,5,publicado
D08227657,D17927809,1,publicado
D08227657,D07537643,1,publicado
D08227657,D17987105,6,publicado
D08227657,D25839648,2,publicado
D08227657,D16659492,1,publicado
D08227657,D09539056,1,publicado
D08227657,D00214401,1,publicado
D08227657,D24371796,7,publicado
D08227657,D23922235,8,publicado
D08227657,D09295626,3,publicado
D08227657,D00364276,14,publicado
D08227657,D20035405,10,publicado
D08227657,D18151792,1,publicado
D08227657,D06422354,16,publicado
D08227657,D07778753,1,publicado
D08227657,D10611868,1,publicado
D08227657,D10311825,10,publicado
D08227657,D02772516,1,publicado
D08227657,D00409629,8,publicado
D08227657,D09292742,1,publicado
D08227657,D29680315,1,publicado
D08227657,D26612527,1,publicado
D08227657,D27416892,6,publicado
D08227657,D22509175,11,publicado
D08227657,D09429792,8,publicado
D08227657,D25515437,4,publicado
D08227657,D09903703,23,publicado
D08227657,D08807043,1,publicado
D06001911,D06751961,7,comision
D06001911,D07278274,11,publicado
D06001911,D07277465,4,publicado
D06001911,D16652292,9,publicado
D06001911,D07853976,3,publicado
D06001911,D29714655,15,publicado
D06001911,D21414172,6,publicado
D06001911,D07877981,12,publicado
D06001911,D08235876,13,publicado
D06001911,D07246887,4,publicado
D06001911,D18071254,8,publicado
D21414172,D06751961,3,comision
D21414172,D07278274,19,publicado
D21414172,D07277465,9,publicado
D21414172,D16652292,18,publicado
D21414172,D07853976,17,publicado
D21414172,D29714655,28,publicado
D21414172,D07877981,18,publicado
D21414172,D08235876,28,publicado
D21414172,D07246887,5,publicado
D21414172,D18071254,12,publicado
D10611868,D26612527,4,publicado
D10611868,D09070449,5,publicado
D10611868,D31159670,1,publicado
D10611868,D25839648,8,publicado
D10611868,D06422354,1,publicado
D10611868,D23853839,1,publicado
D10611868,D00506640,1,publicado
D10611868,D17927809,1,publicado
D10611868,D21134360,1,publicado
D10611868,D23829601,1,publicado
D10611868,D29313466,1,publicado
D10611868,D24371796,1,publicado
D10611868,D31604376,1,publicado
D10611868,D08222102,1,publicado
D10611868,D07827893,1,publicado
D10611868,D17987105,1,publicado
D10611868,D17828254,2,publicado
D10611868,D02409206,2,publicado
D10611868,D07537643,5,publicado
D10611868,D16659492,3,publicado
D10611868,D19924629,9,publicado
D10611868,D09539056,1,publicado
D10611868,D00214401,15,publicado
D10611868,D23922235,1,publicado
D10611868,D09295626,1,publicado
D10611868,D00364276,2,publicado
D10611868,D20035405,1,publicado
D10611868,D18151792,2,publicado
D10611868,D00026752,2,publicado
D10611868,D29303901,4,publicado
D10611868,D07778753,4,publicado
D10611868,D18071254,1,publicado
D10611868,D10311825,1,publicado
D10611868,D02772516,3,publicado
D10611868,D22405432,7,publicado
D10611868,D16546407,4,publicado
D10611868,D00409629,1,publicado
D10611868,D09292742,1,publicado
D10611868,D17806694,6,Archivo
D10611868,D29680315,8,publicado
D10611868,D29309719,2,publicado
D10611868,D27416892,1,publicado
D10611868,D22509175,2,publicado
D10611868,D09429792,1,publicado
D10611868,D08236035,1,publicado
D10611868,D25515437,1,publicado
D10611868,D09903703,1,publicado
D10611868,D08807043,3,publicado
D29327205,D06422354,1,comision
D29327205,D06242968,16,comision
D29327205,D18071254,1,Archivo
D22405432,D09070449,12,comision
D22405432,D19924629,17,publicado
D22405432,D23853839,1,publicado
D22405432,D21134360,1,publicado
D22405432,D18071254,1,publicado
D22405432,D08222102,1,publicado
D22405432,D26612527,15,comision
D22405432,D17828254,7,ordendeldia
D22405432,D02409206,25,ordendeldia
D22405432,D07537643,16,ordendeldia
D22405432,D16652292,1,publicado
D22405432,D25839648,6,comision
D22405432,D27416892,1,publicado
D22405432,D17927809,2,publicado
D22405432,D00214401,36,publicado
D22405432,D00364276,1,publicado
D22405432,D18151792,4,comision
D22405432,D00026752,19,publicado
D22405432,D29303901,4,publicado
D22405432,D07778753,4,publicado
D22405432,D02772516,5,ordendeldia
D22405432,D16546407,7,publicado
D22405432,D17806694,3,comision
D22405432,D29680315,23,publicado
D22405432,D29309719,1,publicado
D22405432,D22509175,1,publicado
D22405432,D16659492,11,comision
D22405432,D08236035,1,publicado
D22405432,D08807043,3,publicado
D17806694,D09070449,1,ordendeldia
D17806694,D19924629,7,comision
D17806694,D00506640,1,DictamenNeg
D17806694,D05284642,1,comision
D17806694,D21134360,1,DictamenNeg
D17806694,D15364601,1,comision
D17806694,D17987105,1,DictamenNeg
D17806694,D29309719,1,comision
D17806694,D02409206,4,publicado
D17806694,D17828254,7,comision
D17806694,D07537643,3,ordendeldia
D17806694,D06751961,1,DictamenNeg
D17806694,D00214401,8,comision
D17806694,D17927809,1,Archivo
D17806694,D23922235,1,comision
D17806694,D20035405,1,DictamenNeg
D17806694,D00026752,3,comision
D17806694,D29303901,4,publicado
D17806694,D07778753,1,comision
D17806694,D02772516,3,publicado
D17806694,D16546407,7,comision
